62188,19,26,148,-1,91,83,44,25,148,67,46,27,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
62353,23,26,148,152,104,91,44,25,148,67,46,27,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
62516,19,27,148,-1,89,85,21,83,148,67,46,26,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
62702,19,25,148,-1,108,153,21,25,147,66,48,24,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
62883,20,25,148,-1,122,103,21,36,148,65,49,24,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
63002,19,-1,147,-1,107,89,21,38,148,68,45,27,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
63147,21,25,148,153,113,85,21,82,148,66,48,24,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
63328,22,28,148,-1,93,95,21,27,148,67,46,26,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
63450,59,-1,148,-1,89,86,20,83,148,66,47,26,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
63662,25,-1,148,-1,91,84,21,100,148,66,46,26,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
63838,20,30,148,-1,87,85,20,24,148,65,47,25,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
64050,20,-1,148,-1,91,84,20,82,148,66,46,26,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
64234,20,29,147,-1,97,97,20,424,148,67,46,26,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
64354,21,-1,148,-1,91,82,20,83,148,67,46,27,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
64539,29,31,147,-1,97,77,20,83,148,67,46,26,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
64639,-1,30,148,152,112,83,20,81,148,67,46,26,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
64757,-1,29,148,-1,96,94,21,24,148,67,46,26,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
64947,57,30,148,-1,94,80,21,127,148,68,45,27,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
65134,60,29,148,-1,104,98,21,81,147,66,47,26,15,0,-15,-15,0.00,0.00,0.00,0.00,0,0,0
